drugbank_id,drugbank_name,drugbank_inchikey,drugbank_firstblock,atc_codes,n_atc_codes,drugbank_targets,n_drugbank_targets
DB14681,Cortisone,MFYSYFVPBJMHGN-ZPOLXVRWSA-N,MFYSYFVPBJMHGN,H02AB10|S01BA03,2,,0
DB14682,Dextrorphan,JAQUASYNZVUNQP-PVAVHDDUSA-N,JAQUASYNZVUNQP,,0,,0
DB14683,Prezatide copper,NZWIFMYRRCMYMN-ACMTZBLWSA-M,NZWIFMYRRCMYMN,,0,,0
DB14684,Calcium polycarbophil,,,A06AC08,1,,0
DB14685,Adenovirus type 7 vaccine live,,,,0,,0
DB14686,Chamaecyparis obtusa leaf,,,,0,,0
DB14687,Centella asiatica leaf,,,,0,,0
DB14688,Sambucus nigra flower,,,,0,,0
DB14689,Rosemary oil,,,,0,,0
DB14690,Ginger oil,,,,0,,0
DB14691,Willow bark,,,,0,,0
DB14692,Turmeric oil,,,,0,,0
DB14693,Atractylodes lancea root,,,,0,,0
DB14694,Beef liver,,,,0,,0
DB14695,Ferric oxyhydroxide,IEECXTSVVFWGSE-UHFFFAOYSA-M,IEECXTSVVFWGSE,,0,,0
DB14696,Influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) live (attenuated) antigen,,,,0,,0
DB14697,Influenza B virus B/Colorado/06/2017 live (attenuated) antigen,,,,0,,0
DB14698,"Influenza A virus A/Brisbane/59/2007(H1N1) hemagglutinin antigen (UV,formaldehyde inactivated)",,,,0,,0
DB14699,"Influenza A virus A/Uruguay/716/2007(H3N2) hemagglutinin antigen (UV,formaldehyde inactivated)",,,,0,,0
DB14700,Damoctocog alfa pegol,,,,0,F8,1
DB14701,Ethyl 8-hydroxy-alpha-(2-propynylamino)-5-quinolinepropanoate,IQZXIKMXXCLFOK-UHFFFAOYSA-N,IQZXIKMXXCLFOK,,0,,0
DB14702,Sodium metavanadate,CMZUMMUJMWNLFH-UHFFFAOYSA-N,CMZUMMUJMWNLFH,,0,,0
DB14703,Dexamethasone metasulfobenzoate,TWQWRHIQRAZHPR-XNXCGYEVSA-N,TWQWRHIQRAZHPR,,0,,0
DB14704,Ribitol,HEBKCHPVOIAQTA-ZXFHETKHSA-N,HEBKCHPVOIAQTA,,0,,0
DB14705,Ceramide AP,BBAFBDLICMHBNU-MFZOPHKMSA-N,BBAFBDLICMHBNU,,0,,0
DB14706,Ceramide NG,KZTJQXAANJHSCE-OIDHKYIRSA-N,KZTJQXAANJHSCE,,0,,0
DB14707,Cemiplimab,,,L01FF06,1,PDCD1,1
DB14708,Tosylchloramide,NXTVQNIVUKXOIL-UHFFFAOYSA-N,NXTVQNIVUKXOIL,D08AX04,1,,0
DB14709,Bean,,,,0,,0
DB14710,Camponotus pennsylvanicus,,,,0,,0
DB14711,"Smallpox (Vaccinia) Vaccine, Live",,,,0,,0
DB14712,Elapegademase,,,L03AX21,1,,0
DB14713,Inotersen,,,N07XX15,1,TTR,1
DB14714,Tenivastatin,XWLXKKNPFMNSFA-HGQWONQESA-N,XWLXKKNPFMNSFA,,0,,0
DB14715,Cinazepam,NQTRBZXDWMDXAQ-UHFFFAOYSA-N,NQTRBZXDWMDXAQ,,0,GABRA1,1
DB14716,Clonazolam,XJRGLCAWBRZUFC-UHFFFAOYSA-N,XJRGLCAWBRZUFC,,0,,0
DB14717,Nitrazolam,OYRPNABWTHDOFK-UHFFFAOYSA-N,OYRPNABWTHDOFK,,0,,0
DB14718,Pyrazolam,BGRWSFIQQPVEML-UHFFFAOYSA-N,BGRWSFIQQPVEML,,0,,0
DB14719,Bentazepam,AIZFEOPQVZBNGH-UHFFFAOYSA-N,AIZFEOPQVZBNGH,N05BA24,1,GABRA1|GABRG3,2
DB14720,Brovanexine,DQTRREPKGJIABH-UHFFFAOYSA-N,DQTRREPKGJIABH,,0,,0
DB14721,MK-1454,,,,0,,0
DB14722,ADU-S100,IZJJFUQKKZFVLH-YBVMPXGUSA-N,IZJJFUQKKZFVLH,,0,STING1,1
DB14723,Larotrectinib,NYNZQNWKBKUAII-KBXCAEBGSA-N,NYNZQNWKBKUAII,L01EX12,1,NTRK1|NTRK2|NTRK3,3
DB14724,Emapalumab,,,L04AG09,1,IFNG,1
DB14725,Cefamandole nafate,RRJHESVQVSRQEX-SUYBPPKGSA-N,RRJHESVQVSRQEX,,0,,0
DB14726,Dabigatran,YBSJFWOBGCMAKL-UHFFFAOYSA-N,YBSJFWOBGCMAKL,,0,F2,1
DB14727,Riboflavin tetrabutyrate,MJNIWUJSIGSWKK-BBANNHEPSA-N,MJNIWUJSIGSWKK,,0,,0
DB14728,Mebenil,MZNCVTCEYXDDIS-UHFFFAOYSA-N,MZNCVTCEYXDDIS,,0,,0
DB14729,Rebeccamycin,QEHOIJJIZXRMAN-QZQSLCQPSA-N,QEHOIJJIZXRMAN,,0,,0
DB14730,Calaspargase pegol,,,,0,,0
DB14731,Tagraxofusp,,,L01XX67,1,IL3RA,1
DB14732,Queuine,WYROLENTHWJFLR-ACLDMZEESA-N,WYROLENTHWJFLR,,0,,0
DB14733,Ceftobiprole medocaril,HFTSMHTWUFCYMJ-YIOMYIDASA-N,HFTSMHTWUFCYMJ,J01DI01,1,,0
DB14734,Cannabigerol,QXACEHWTBCFNSA-SFQUDFHCSA-N,QXACEHWTBCFNSA,,0,,0
DB14735,Cannabichromene,UVOLYTDXHDXWJU-UHFFFAOYSA-N,UVOLYTDXHDXWJU,,0,,0
DB14736,Cannabivarin,SVTKBAIRFMXQQF-UHFFFAOYSA-N,SVTKBAIRFMXQQF,,0,,0
DB14737,Cannabinol,VBGLYOIFKLUMQG-UHFFFAOYSA-N,VBGLYOIFKLUMQG,,0,CNR1,1
DB14738,Turoctocog alfa pegol,,,,0,F10|F2|F9|VWF,4
DB14739,Phenolsulfonic acid,FEPBITJSIHRMRT-UHFFFAOYSA-N,FEPBITJSIHRMRT,,0,,0
DB14740,Hyaluronidase,,,B06AA03,1,TGFB1,1
DB14741,Luteinizing hormone,,,,0,,0
DB00781,Polymyxin B,,,A07AA05|J01XB02|S01AA18|S02AA11|S03AA03,5,,0
DB14743,Avenanthramides,,,,0,,0
DB14744,Spirulina platensis,,,,0,,0
DB14745,Olea europaea leaf,,,,0,,0
DB14746,Lauryl glucoside,PYIDGJJWBIBVIA-IHAUNJBESA-N,PYIDGJJWBIBVIA,,0,,0
DB14747,Ephedra sinica stem,,,,0,,0
DB14748,Polygala tenuifolia root,,,,0,,0
DB14749,Polygala senega root,,,R05CA06,1,,0
DB14750,Cidoxepin,ODQWQRRAPPTVAG-BOPFTXTBSA-N,ODQWQRRAPPTVAG,,0,,0
DB14751,Mecasermin rinfabate,,,H01AC05,1,IGF1R|IGF2R|INSR,3
DB14752,Racephedrine,KWGRBVOPPLSCSI-PSASIEDQSA-N,KWGRBVOPPLSCSI,,0,,0
DB14753,Hydroxystilbamidine,TUESWZZJYCLFNL-DAFODLJHSA-N,TUESWZZJYCLFNL,,0,,0
DB14754,Solriamfetol,UCTRAOBQFUDCSR-SECBINFHSA-N,UCTRAOBQFUDCSR,N06BA14,1,SLC6A2|SLC6A3,2
DB14755,beta-Isosparteine,SLRCCWJSBJZJBV-AJNGGQMLSA-N,SLRCCWJSBJZJBV,,0,,0
DB14756,meso-Tartaric acid,FEWJPZIEWOKRBE-XIXRPRMCSA-N,FEWJPZIEWOKRBE,,0,,0
DB14757,Agrostis gigantea top,,,,0,,0
DB14758,Catfish,,,,0,,0
DB14759,Red pepper,,,,0,,0
DB14760,Narlaprevir,RICZEKWVNZFTNZ-IOBYQIKSSA-N,RICZEKWVNZFTNZ,,0,,0
DB14761,Remdesivir,RWWYLEGWBNMMLJ-YSOARWBDSA-N,RWWYLEGWBNMMLJ,J05AB16,1,,0
DB14762,Risankizumab,,,L04AC18,1,IL12B,1
DB14763,Cycloguanil,QMNFFXRFOJIOKZ-UHFFFAOYSA-N,QMNFFXRFOJIOKZ,P01BB02,1,PDF,1
DB14764,"Dengue tetravalent vaccine, live",,,,0,,0
DB14765,Rivoceranib,WPEWQEMJFLWMLV-UHFFFAOYSA-N,WPEWQEMJFLWMLV,,0,,0
DB14766,Etrasimod,MVGWUTBTXDYMND-QGZVFWFLSA-N,MVGWUTBTXDYMND,L04AE05,1,S1PR1|S1PR4|S1PR5,3
DB14767,Peginterferon lambda-1a,,,,0,,0
DB14768,PF-06459988,ODMXWZROLKITMS-RISCZKNCSA-N,ODMXWZROLKITMS,,0,,0
DB14769,Pamiparib,DENYZIUJOTUUNY-MRXNPFEDSA-N,DENYZIUJOTUUNY,L01XK06,1,,0
DB14770,Lanraplenib,XCIGZBVOUQVIPI-UHFFFAOYSA-N,XCIGZBVOUQVIPI,,0,SYK,1
DB14771,Polyacrylamide (crosslinked; 2 mole percent bisacrylamide),,,,0,,0
DB14772,DCFBC F-18,IDTMSHGCAZPVLC-STUNTBJNSA-N,IDTMSHGCAZPVLC,,0,,0
DB14773,Lifirafenib,NGFFVZQXSRKHBM-FKBYEOEOSA-N,NGFFVZQXSRKHBM,,0,BRAF,1
DB14774,Balipodect,KVHRYLNQDWXAGI-UHFFFAOYSA-N,KVHRYLNQDWXAGI,,0,PDE10A,1
DB14775,Cavosonstat,BXSZILNGNMDGSL-UHFFFAOYSA-N,BXSZILNGNMDGSL,,0,,0
DB14776,Camrelizumab,,,,0,CD274|PDCD1,2
DB14777,Murepavadin,RIDRXGOBXZLKHZ-NZUANIILSA-N,RIDRXGOBXZLKHZ,,0,,0
DB14778,Setrusumab,,,,0,,0
DB14779,LGD-6972,HKJMCBYPVCGZFB-LDLOPFEMSA-N,HKJMCBYPVCGZFB,,0,GCGR,1
DB14780,Pegzilarginase,,,A16AB24,1,,0
DB14781,Vofatamab,,,,0,,0
DB14782,Tofersen,,,N07XX22,1,,0
DB14783,Diroximel fumarate,YIMYDTCOUQIDMT-SNAWJCMRSA-N,YIMYDTCOUQIDMT,L04AX09,1,CHRNA10,1
DB14784,Gancotamab,,,,0,,0
DB14785,Fenebrutinib,WNEODWDFDXWOLU-QHCPKHFHSA-N,WNEODWDFDXWOLU,,0,BTK,1
DB14786,Nerofe,FNQVICDIQNFNHD-AXBBNSRTSA-N,FNQVICDIQNFNHD,,0,,0
DB14787,BMS-830216,YDTUJCNTIMWHPJ-NRFANRHFSA-N,YDTUJCNTIMWHPJ,,0,MCHR1,1
DB14788,Prasinezumab,,,,0,,0
DB14789,Dectrekumab,,,,0,,0
DB14790,Zatolmilast,LTSUMTMGJHPGFX-UHFFFAOYSA-N,LTSUMTMGJHPGFX,,0,PDE4D,1
DB14791,GDC-0425,XEZLBMHDUXSICI-UHFFFAOYSA-N,XEZLBMHDUXSICI,,0,CHEK1,1
DB14792,AZD-5991,KBQCEQAXHPIRTF-UHFFFAOYSA-N,KBQCEQAXHPIRTF,,0,,0
DB14793,RO-5045337,QBGKPEROWUKSBK-QPPIDDCLSA-N,QBGKPEROWUKSBK,,0,,0
DB14794,Glepaglutide,,,,0,,0
DB14795,AZD-3759,MXDSJQHFFDGFDK-CYBMUJFWSA-N,MXDSJQHFFDGFDK,,0,,0
DB14796,Talacotuzumab,,,,0,,0
DB14797,SEphB4-HSA,,,,0,,0
DB14798,Afasevikumab,,,,0,,0
DB14799,PF-06821497,RXCVUHMIWHRLDF-HXUWFJFHSA-N,RXCVUHMIWHRLDF,,0,EZH2,1
DB14800,GP-100 antigen,,,,0,,0
DB14801,Lanifibranor,OQDQIFQRNZIEEJ-UHFFFAOYSA-N,OQDQIFQRNZIEEJ,,0,PPARA|PPARD|PPARG,3
DB14802,ONO-2952,ZBQMTQGDBFZUBG-NRFANRHFSA-N,ZBQMTQGDBFZUBG,,0,TSPO,1
DB14803,AMY-101,MUSGYEMSJUFFHT-MHLWMKJLSA-N,MUSGYEMSJUFFHT,,0,C3,1
DB14804,Iodine I-125,ZCYVEMRRCGMTRW-YPZZEJLDSA-N,ZCYVEMRRCGMTRW,,0,,0
DB14805,Piflufolastat F 18,OLWVRJUNLXQDSP-MVBOSPHXSA-N,OLWVRJUNLXQDSP,,0,FOLH1,1
DB14806,Avexitide,WSEVKKHALHSUMB-RYVRVIGHSA-N,WSEVKKHALHSUMB,,0,GLP1R,1
DB14807,Demplatin pegraglumer,,,,0,,0
DB14808,Lumicitabine,MJVKYGMNSQJLIN-KYZVSKTDSA-N,MJVKYGMNSQJLIN,,0,,0
DB14809,Anetumab ravtansine,,,,0,,0
DB14810,AZD-1656,FJEJHJINOKKDCW-INIZCTEOSA-N,FJEJHJINOKKDCW,,0,GCK,1
DB14811,Isatuximab,,,L01FC02,1,CD38,1
DB14812,Procalcitonin,,,,0,,0
DB14813,PF-232798,QETUKYDWZIRTEI-QUMGSSFMSA-N,QETUKYDWZIRTEI,,0,CCR5,1
DB14814,Lanabecestat,WKDNQONLGXOZRG-HRNNMHKYSA-N,WKDNQONLGXOZRG,,0,,0
DB14815,Ginsenoside B2,PWAOOJDMFUQOKB-WCZZMFLVSA-N,PWAOOJDMFUQOKB,,0,,0
DB14816,Biropepimut-S,,,,0,,0
DB14817,Pegapamodutide,,,,0,,0
DB14818,Osocimab,,,,0,,0
DB14819,Cobitolimod,,,,0,,0
DB14820,Profoxydim,KRQUFUKTQHISJB-UHFFFAOYSA-N,KRQUFUKTQHISJB,,0,,0
DB14821,Macozinone,BJDZBXGJNBMCAV-UHFFFAOYSA-N,BJDZBXGJNBMCAV,,0,,0
DB14822,SB-649868,ZJXIUGNEAIHSBI-IBGZPJMESA-N,ZJXIUGNEAIHSBI,,0,HCRTR1,1
DB14823,Balovaptan,GMPZPHGHNDMRKL-RZDIXWSQSA-N,GMPZPHGHNDMRKL,,0,AVPR1A,1
DB14824,Icrucumab,,,,0,,0
DB14825,Danvatirsen,,,,0,,0
DB14826,Topramezone,IYMLUHWAJFXAQP-UHFFFAOYSA-N,IYMLUHWAJFXAQP,,0,,0
DB14827,Modotuximab,,,,0,,0
DB14828,ABX-464,OZOGDCZJYVSUBR-UHFFFAOYSA-N,OZOGDCZJYVSUBR,,0,,0
DB14829,Uproleselan,LYSYOXNOOPBOSC-NGSKMYNLSA-N,LYSYOXNOOPBOSC,,0,SELE,1
DB14830,Fluoromisonidazole F-18,HIIJZYSUEJYLMX-JZRMKITLSA-N,HIIJZYSUEJYLMX,,0,,0
DB14831,BMS-986012,,,,0,,0
DB14832,Polydioxanone,,,,0,,0
DB14833,MEDI6012,,,,0,,0
DB14834,Olendalizumab,,,,0,,0
DB14835,SUVN-G3031,LNXDUSQEXVQFGP-UHFFFAOYSA-N,LNXDUSQEXVQFGP,,0,HRH3,1
DB14836,Polydextrose,,,,0,,0
DB14838,Telisotuzumab,,,,0,,0
DB14839,TOP-1288,FWXVGKSWZJEPQI-UHFFFAOYSA-N,FWXVGKSWZJEPQI,,0,,0
DB14840,Ripretinib,CEFJVGZHQAGLHS-UHFFFAOYSA-N,CEFJVGZHQAGLHS,L01EX19,1,BRAF|KDR|KIT|PDGFRA|PDGFRB|TEK,6
DB14841,Centanafadine,HKHCSWPSUSWGLI-CABCVRRESA-N,HKHCSWPSUSWGLI,,0,,0
DB14842,Fluciclatide,VXFFXZSNVKXXIB-XVUFQIMXSA-N,VXFFXZSNVKXXIB,,0,,0
DB14843,Codrituzumab,,,,0,,0
DB14844,Dordaviprone,VLULRUCCHYVXOH-UHFFFAOYSA-N,VLULRUCCHYVXOH,,0,DRD2|DRD3,2
DB14845,Filgotinib,RIJLVEAXPNLDTC-UHFFFAOYSA-N,RIJLVEAXPNLDTC,L04AF04,1,JAK1,1
DB14846,Bimiralisib,ADGGYDAFIHSYFI-UHFFFAOYSA-N,ADGGYDAFIHSYFI,,0,MTOR|PIK3CB|PIK3CG,3
DB14847,Azintuxizumab vedotin,,,,0,,0
DB14848,Tibulizumab,,,,0,,0
DB14849,Nebicapone,MRFOLGFFTUGAEB-UHFFFAOYSA-N,MRFOLGFFTUGAEB,,0,COMT,1
DB14850,Deleobuvir,BMAIGAHXAJEULY-UKTHLTGXSA-N,BMAIGAHXAJEULY,,0,,0
DB14851,Relatlimab,,,L01FY02,1,LAG3,1
DB14852,Zinpentraxin alfa,,,,0,,0
DB14853,Myrcludex B,,,,0,,0
DB14854,TC-6987,UAKZGMMGIMKFMV-RBUKOAKNSA-N,UAKZGMMGIMKFMV,,0,CHRNA7,1
DB14855,2-(aminomethyl)phenol,KPRZOPQOBJRYSW-UHFFFAOYSA-N,KPRZOPQOBJRYSW,,0,,0
DB14856,PF-05089771,ZYSCOUXLBXGGIM-UHFFFAOYSA-N,ZYSCOUXLBXGGIM,,0,SCN9A|SLC22A12,2
DB14857,Avadomide,RSNPAKAFCAAMBH-UHFFFAOYSA-N,RSNPAKAFCAAMBH,,0,CRBN,1
DB14858,Tadekinig alfa,,,,0,,0
DB14859,Fosifloxuridine nafalbenamide,BIOWRMNRHMERIO-ZVAHOJSLSA-N,BIOWRMNRHMERIO,,0,TYMS,1
DB14860,Ensartinib,GLYMPHUVMRFTFV-QLFBSQMISA-N,GLYMPHUVMRFTFV,,0,ALK,1
DB14862,PF-06815345,QTBYVAZRKWOIDU-FUHWJXTLSA-N,QTBYVAZRKWOIDU,,0,,0
DB14864,Brolucizumab,,,S01LA06,1,VEGFA,1
DB14865,Human interleukin-2,,,,0,,0
DB14866,Amcasertib,QDWKGEFGLQMDAM-ULJHMMPZSA-N,QDWKGEFGLQMDAM,,0,PDGFRA,1
DB14867,Parsaclisib,ZQPDJCIXJHUERQ-QWRGUYRKSA-N,ZQPDJCIXJHUERQ,L01EM05,1,PIK3CD,1
DB14868,AZD-8848,FEFIBEHSXLKJGI-UHFFFAOYSA-N,FEFIBEHSXLKJGI,,0,TLR7,1
DB14869,Remetinostat,XDZAHHULFQIBFE-UHFFFAOYSA-N,XDZAHHULFQIBFE,,0,,0
DB14870,PF-5190457,ZIUDADZJCKGWKR-AREMUKBSSA-N,ZIUDADZJCKGWKR,,0,GHSR,1
DB14871,Xentuzumab,,,,0,,0
DB14872,Lucerastat,UQRORFVVSGFNRO-XFWSIPNHSA-N,UQRORFVVSGFNRO,,0,,0
DB14873,Enadenotucirev,,,,0,,0
DB14874,Cergutuzumab amunaleukin,,,,0,,0
DB14875,AZD-4017,NCDZABJPWMBMIQ-INIZCTEOSA-N,NCDZABJPWMBMIQ,,0,HSD11B1,1
DB14876,TAS-116,NVVPMZUGELHVMH-UHFFFAOYSA-N,NVVPMZUGELHVMH,,0,HSP90AB1,1
DB14877,Lintuzumab,,,,0,,0
DB14878,Liafensine,VCIBGDSRPUOBOG-QFIPXVFZSA-N,VCIBGDSRPUOBOG,,0,,0
DB14879,Cefiderocol,DBPPRLRVDVJOCL-FQRUVTKNSA-N,DBPPRLRVDVJOCL,J01DI04,1,,0
DB14880,Uteroglobin,,,,0,,0
DB14881,Oliceridine,DMNOVGJWPASQDL-OAQYLSRUSA-N,DMNOVGJWPASQDL,N02AX07,1,OPRM1,1
DB14882,CEP-9722,CTLOSZHDGZLOQE-UHFFFAOYSA-N,CTLOSZHDGZLOQE,,0,,0
DB14883,Lorecivivint,AQDWDWAYVBQMAM-UHFFFAOYSA-N,AQDWDWAYVBQMAM,,0,,0
DB14884,Imgatuzumab,,,,0,,0
DB14885,PF-05180999,CLGCHUKGBICQTE-UHFFFAOYSA-N,CLGCHUKGBICQTE,,0,,0
DB14886,BIO-11006,KCSNGWMKFYVMKF-HGYIIGRXSA-N,KCSNGWMKFYVMKF,,0,MARCKS,1
DB14887,PF-04620110,GEVVQZHMFVFGLN-HDJSIYSDSA-N,GEVVQZHMFVFGLN,,0,DGAT1,1
DB14888,IQP-0528,UCOAKFIVSAVHLC-UHFFFAOYSA-N,UCOAKFIVSAVHLC,,0,,0
DB14889,Derazantinib,KPJDVVCDVBFRMU-AREMUKBSSA-N,KPJDVVCDVBFRMU,,0,FGFR1,1
DB14890,Obicetrapib,NRWORBQAOQVYBJ-GJZUVCINSA-N,NRWORBQAOQVYBJ,,0,CETP,1
DB14891,Vobarilizumab,,,,0,,0
DB14892,Spartalizumab,,,,0,PDCD1,1
DB14894,Galicaftor,QVDYQHXNAQHIKH-TZIWHRDSSA-N,QVDYQHXNAQHIKH,,0,CFTR,1
DB14895,Vibegron,DJXRIQMCROIRCZ-XOEOCAAJSA-N,DJXRIQMCROIRCZ,G04BD15,1,ADRB3,1
DB14896,Selitrectinib,OEBIHOVSAMBXIB-SJKOYZFVSA-N,OEBIHOVSAMBXIB,,0,NTRK1,1
DB14897,Parsatuzumab,,,,0,,0
DB14898,Retagliptin,WIIAMRXFUJLYEF-SNVBAGLBSA-N,WIIAMRXFUJLYEF,,0,DPP4,1
DB14899,Tavapadon,AKQXQLUNFKDZBN-UHFFFAOYSA-N,AKQXQLUNFKDZBN,,0,,0
DB14900,ISO-1 F-18,QVRVXSZKCXFBTE-KPVNRNJOSA-N,QVRVXSZKCXFBTE,,0,TMEM97,1
DB14901,Inclisiran,,,C10AX16,1,PCSK9,1
DB14902,JHU-75528 C-11,MCNQUWLLXZZZAC-BJUDXGSMSA-N,MCNQUWLLXZZZAC,,0,,0
DB14903,Rovafovir etalafenamide,OCJRRXHWPBXZSU-BJBBEUPESA-N,OCJRRXHWPBXZSU,,0,,0
DB14904,Pimasertib,VIUAUNHCRHHYNE-JTQLQIEISA-N,VIUAUNHCRHHYNE,,0,MAP2K1,1
DB14905,Emactuzumab,,,,0,,0
DB14906,Adafosbuvir,NIJYGVDQZBBONK-SEUXLIJBSA-N,NIJYGVDQZBBONK,,0,,0
DB14907,Bevacizumab zirconium Zr-89,,,,0,,0
DB14908,Refanezumab,,,,0,,0
DB14909,Imetelstat,LVZYXEALRXBLJZ-UHFFFAOYSA-N,LVZYXEALRXBLJZ,L01XX80,1,TERT,1
DB14910,Mirikizumab,,,L04AC24,1,IL23A,1
DB14911,Risuteganib,MYZAXBZLEILEBR-RVFOSREFSA-N,MYZAXBZLEILEBR,,0,VEGFA|VEGFB|VEGFC|VEGFD,4
DB14912,Pegvorhyaluronidase alfa,,,,0,,0
DB14913,5-methyl-2'-fluoroarauracil F-18,GBBJCSTXCAQSSJ-MSYRQUNGSA-N,GBBJCSTXCAQSSJ,,0,,0
DB14914,Flortaucipir F-18,GETAAWDSFUCLBS-SJPDSGJFSA-N,GETAAWDSFUCLBS,V09AX07,1,MAOA|MAOB|MAPT,3
DB14915,CODA-001,,,,0,,0
DB14916,Selonsertib,YIDDLAAKOYYGJG-UHFFFAOYSA-N,YIDDLAAKOYYGJG,,0,MAP3K5,1
DB14917,Ceralasertib,DTTJKLNXNZAVSM-JYCIKRDWSA-N,DTTJKLNXNZAVSM,,0,ATR,1
DB14918,Branaplam,STWTUEAWRAIWJG-UHFFFAOYSA-N,STWTUEAWRAIWJG,,0,SMN1,1
DB14919,Rozanolixizumab,,,L04AG16,1,FCGRT,1
DB14920,Iboctadekin,,,,0,,0
DB14921,Mavacamten,RLCLASQCAPXVLM-NSHDSACASA-N,RLCLASQCAPXVLM,C01EB24,1,MYH7,1
DB14922,Tislelizumab,,,L01FF09,1,PDCD1,1
DB14923,Satavaptan,QKXJWFOKVQWEDZ-VCCCEUOBSA-N,QKXJWFOKVQWEDZ,,0,AVPR2,1
DB14924,Ritlecitinib,CBRJPFGIXUFMTM-WDEREUQCSA-N,CBRJPFGIXUFMTM,L04AF08,1,BMX|BTK|ITK|JAK3|TEC|TXK,6
DB14925,Tenofovir exalidex,SCTJKHUUZLXJIP-RUZDIDTESA-N,SCTJKHUUZLXJIP,,0,,0
DB14926,Zastumotide,,,,0,,0
DB14927,Amylopectin,,,,0,,0
DB14928,Lacnotuzumab,,,,0,,0
DB14929,Elsulfavirine,ULTDEARCBRNRGR-UHFFFAOYSA-N,ULTDEARCBRNRGR,,0,,0
DB14930,Alovudine F-18,UXCAQJAQSWSNPQ-ZIVQXEJRSA-N,UXCAQJAQSWSNPQ,,0,,0
DB14931,Cobomarsen,,,,0,,0
DB14932,Coleneuramide,CHMRTBYTCBDIRG-JQZMMWJVSA-N,CHMRTBYTCBDIRG,,0,,0
DB14933,Nicotinamide riboside,JLEBZPBDRKPWTD-TURQNECASA-O,JLEBZPBDRKPWTD,,0,,0
DB14934,GDC-0927,KJAAPZIFCQQQKX-NDEPHWFRSA-N,KJAAPZIFCQQQKX,,0,,0
DB14935,Serabelisib,BLGWHBSBBJNKJO-UHFFFAOYSA-N,BLGWHBSBBJNKJO,,0,PIK3CA,1
DB14936,Menaquinone 6,PFRQBZFETXBLTP-RCIYGOBDSA-N,PFRQBZFETXBLTP,,0,,0
DB14937,MK-8666,CODQKEMYZZKQAE-QPVYNBJUSA-N,CODQKEMYZZKQAE,,0,,0
DB14938,Flurbiprofen axetil,ALIVXCSEERJYHU-UHFFFAOYSA-N,ALIVXCSEERJYHU,,0,,0
DB14939,Motixafortide,,,,0,CXCR4,1
DB14940,Aspartyl-alanyl-diketopiperazine,RVLCUCVJZVRNDC-IMJSIDKUSA-N,RVLCUCVJZVRNDC,,0,,0
DB14941,BMS-817399,GTDPZONCGOCXOD-JPYJTQIMSA-N,GTDPZONCGOCXOD,,0,CCR1,1
DB14942,BMS-986141,KEEBLYWBELVGPQ-UHFFFAOYSA-N,KEEBLYWBELVGPQ,,0,PAWR,1
DB14943,LGH-447,VRQXRVAKPDCRCI-ZNMIVQPWSA-N,VRQXRVAKPDCRCI,,0,PIM2,1
DB14944,Tarloxotinib,MUJMYVFVAWFUJL-SNAWJCMRSA-O,MUJMYVFVAWFUJL,,0,EGFR|ERBB2,2
DB14945,Florbenazine F-18,GNKGXQHHUUEYQV-WTHAECTESA-N,GNKGXQHHUUEYQV,,0,,0
DB14946,PCO-371,LDZJFVOUPUFOHX-UHFFFAOYSA-N,LDZJFVOUPUFOHX,,0,PTH1R,1
DB14947,Bermekimab,,,L01FX11,1,,0
DB14948,BMS-986020,GQBRZBHEPUQRPL-LJQANCHMSA-N,GQBRZBHEPUQRPL,,0,LPAR1,1
DB14949,AZD-7687,YXFNPRHZMOGREC-SHTZXODSSA-N,YXFNPRHZMOGREC,,0,,0
DB14950,BMS-929075,LZAUGCMVNLZVJV-UHFFFAOYSA-N,LZAUGCMVNLZVJV,,0,,0
DB14951,Etirinotecan pegol,,,L01CE03,1,,0
DB14952,Pamrevlumab,,,,0,,0
DB14953,Firtecan pegol,,,,0,,0
DB14954,PIK3CA,,,,0,,0
DB14955,PF-04634817,MCRWZBYTLVCCJJ-DKALBXGISA-N,MCRWZBYTLVCCJJ,,0,,0
DB14956,Davalintide,,,,0,,0
DB14957,MK-3577,FYRJJCYFYLLOSC-LXFBAYGMSA-N,FYRJJCYFYLLOSC,,0,,0
DB14958,Selicrelumab,,,,0,,0
DB14959,Opicinumab,,,,0,,0
DB14960,Somatrogon,,,H01AC08,1,GHR,1
DB14961,Seltorexant,SQOCEMCKYDVLMM-IYBDPMFKSA-N,SQOCEMCKYDVLMM,,0,,0
DB14962,Trastuzumab deruxtecan,,,L01FD04,1,FCGR1A|TOP1,2
DB14963,Konjac mannan,,,,0,,0
DB14964,Narnatumab,,,,0,,0
DB14965,CTT-1057,IZLOSIXADNUSCM-ACRUOGEOSA-N,IZLOSIXADNUSCM,,0,,0
DB14966,Venglustat,YFHRCLAKZBDRHN-MRXNPFEDSA-N,YFHRCLAKZBDRHN,,0,UGCG,1
DB14967,Margetuximab,,,L01FD06,1,ERBB2,1
DB14968,Bacillus calmette-guerin substrain tokyo 172-1 live antigen,,,,0,,0
DB14969,GTX-758,FBCQEUMZZNVQKD-UHFFFAOYSA-N,FBCQEUMZZNVQKD,,0,ESR1,1
DB14970,Alobresib,CMSUJGUHYXQSOK-UHFFFAOYSA-N,CMSUJGUHYXQSOK,,0,,0
